chrom,donor,acceptor,intron_length,read_count
chr5,180665239,180666066,827,11
chr5,180666177,180666486,309,29
chr5,180666582,180668491,1909,10
chr5,180669345,180670691,1346,12
chr5,180710504,180718673,8169,5
chr6,4021700,4031792,10092,5
chr6,4032989,4037630,4641,5
chr6,4037804,4041005,3201,5
chr6,4041161,4042720,1559,7
chr6,4042802,4044046,1244,6
chr6,7290164,7295624,5460,5
chr6,7295718,7298155,2437,14
chr6,7301805,7303782,1977,6
chr6,7303870,7310149,6279,22
chr6,7397005,7398930,1925,5
chr6,7398973,7401190,2217,11
chr6,7402948,7403049,101,5
chr6,7411684,7413121,1437,5
chr6,7414623,7417563,2940,11
chr6,7606428,7609057,2629,19
chr6,8097700,8102667,4967,5
chr6,12130125,12130999,874,5
chr6,13620561,13620639,78,5
chr6,13620717,13620985,268,11
chr6,13634784,13638039,3255,5
chr6,13638187,13639794,1607,8
chr6,13659064,13697016,37952,5
chr6,13697128,13711166,14038,5
chr6,13794179,13799064,4885,10
chr6,13799136,13800572,1436,5
chr6,15410596,15452236,41640,5
chr6,17638001,17640169,2168,8
chr6,17662010,17662248,238,8
chr6,17688849,17706507,17658,5
chr6,18143959,18148053,4094,5
chr6,18225961,18226404,443,18
chr6,18226473,18236682,10209,24
chr6,18236831,18237611,780,32
chr6,18237747,18249881,12134,47
chr6,18250070,18255961,5891,17
chr6,18256082,18256591,509,24
chr6,18256686,18258183,1497,11
chr6,18258293,18258534,241,19
chr6,18258636,18264073,5437,39
chr6,18264227,18264615,388,5
chr6,20151493,20152854,1361,9
chr6,24415391,24416624,1233,5
chr6,24416741,24418311,1570,7
chr6,24706490,24709004,2514,9
chr6,24716552,24718767,2215,9
chr6,24780968,24781704,736,10
chr6,24784397,24784671,274,7
chr6,24784782,24785865,1083,9
chr6,26465634,26466180,546,5
chr6,27094241,27095042,801,10
chr6,27106460,27114187,7727,6
chr6,30514090,30514472,382,5
chr6,30539337,30545185,5848,8
chr6,30545232,30545594,362,8
chr6,30546354,30547707,1353,8
chr6,30547782,30548182,400,12
chr6,30548296,30550170,1874,12
chr6,30550284,30550842,558,6
chr6,30638729,30638812,83,6
chr6,30668409,30670329,1920,6
chr6,30671063,30671194,131,5
chr6,30671314,30671397,83,8
chr6,30688340,30690313,1973,25
chr6,30690422,30690694,272,5
chr6,31498227,31498555,328,9
chr6,31498703,31498829,126,15
chr6,31498974,31499072,98,13
chr6,31503262,31504276,1014,28
chr6,31504460,31506539,2079,5
chr6,31506632,31506923,291,5
chr6,31590678,31591508,830,5
chr6,31593939,31594548,609,5
chr6,31594975,31595541,566,5
chr6,31597111,31597324,213,7
chr6,31603242,31603358,116,6
chr6,31604196,31604286,90,5
chr6,31635747,31636315,568,7
chr6,31636431,31636873,442,5
chr6,31637285,31637612,327,6
chr6,31698780,31699993,1213,20
chr6,31701449,31701612,163,11
chr6,31701738,31701930,192,7
chr6,31708390,31708939,549,7
chr6,31724693,31725198,505,6
chr6,31732132,31732212,80,6
chr6,31760078,31760168,90,10
chr6,31766284,31773851,7567,5
chr6,31802977,31803187,210,5
chr6,31805212,31807319,2107,6
chr6,31857119,31857244,125,8
chr6,32084884,32085099,215,5
chr6,32147540,32147653,113,8
chr6,32147708,32147785,77,10
chr6,32945782,32945902,120,11
chr6,32946165,32947604,1439,11
chr6,32947909,32948118,209,14
chr6,32948241,32948358,117,11
chr6,33170204,33170336,132,6
chr6,33170477,33170686,209,7
chr6,33239899,33240404,505,31
chr6,33240503,33243573,3070,28
chr6,33243660,33243741,81,91
chr6,33243843,33243952,109,95
chr6,33244044,33244167,123,54
chr6,33257697,33257950,253,6
chr6,33258021,33258102,81,5
chr6,33269548,33271731,2183,9
chr6,33271766,33271904,138,6
chr6,33365943,33366064,121,7
chr6,33371906,33372628,722,9
chr6,33665527,33668220,2693,5
chr6,34204740,34204980,240,14
chr6,34205094,34208513,3419,6
chr6,34208692,34210488,1796,25
chr6,34210572,34211244,672,32
chr6,34211295,34212607,1312,29
chr6,34256708,34261227,4519,8
chr6,34261312,34263417,2105,18
chr6,34263462,34309638,46176,9
chr6,34385324,34386145,821,7
chr6,34386201,34389506,3305,12
chr6,34389584,34392445,2861,13
chr6,34392617,34392848,231,23
chr6,34392998,34393808,810,43
chr6,34725328,34725688,360,5
chr6,34725731,34730371,4640,8
chr6,34735774,34738067,2293,7
chr6,35436216,35436575,359,24
chr6,35436650,35436723,73,7
chr6,35436804,35437157,353,6
chr6,35437306,35437955,649,17
chr6,35438128,35438356,228,42
chr6,35543719,35544770,1051,5
chr6,35558997,35565024,6027,5
chr6,35604935,35610496,5561,13
chr6,35825145,35836786,11641,5
chr6,35836887,35837258,371,9
chr6,35837678,35838057,379,14
chr6,35838271,35838710,439,12
chr6,35838736,35840339,1603,10
chr6,35840505,35842009,1504,5
chr6,35855888,35856591,703,12
chr6,35856700,35858671,1971,6
chr6,35858790,35888244,29454,6
chr6,35888305,35888820,515,5
chr6,36493419,36507848,14429,6
chr6,36562258,36564537,2279,20
chr6,36564745,36566625,1880,7
chr6,36568967,36569484,517,5
chr6,36569571,36569738,167,11
chr6,36882211,36882329,118,6
chr6,36882469,36884220,1751,9
chr6,37138433,37138548,115,9
chr6,37139267,37140771,1504,11
chr6,37140948,37141709,761,12
chr6,37336994,37339287,2293,6
chr6,38645159,38649787,4628,6
chr6,38650651,38652149,1498,7
chr6,38771087,38773256,2169,6
chr6,42176110,42176595,485,18
chr6,42600453,42600542,89,5
chr6,42600642,42603155,2513,5
chr6,42626058,42626383,325,5
chr6,42643929,42644520,591,6
chr6,42657408,42658769,1361,5
chr6,42848704,42851188,2484,8
chr6,42853821,42853993,172,5
chr6,42978735,42978886,151,5
chr6,42980359,42980663,304,6
chr6,43023745,43023818,73,5
chr6,43491743,43492208,465,6
chr6,43589527,43589739,212,6
chr6,43593601,43593962,361,6
chr6,43594685,43596713,2028,9
chr6,43739049,43742077,3028,14
chr6,43742129,43745205,3076,14
chr6,43745402,43746196,794,9
chr6,43746273,43746625,352,39
chr6,43746655,43749692,3037,9
chr6,43746655,43752277,5622,27
chr6,43749824,43752277,2453,12
chr6,44214932,44216366,1434,17
chr6,44216513,44217113,600,25
chr6,44217320,44217411,91,7
chr6,44217571,44217757,186,18
chr6,44217891,44218027,136,108
chr6,44218336,44218784,448,32
chr6,44218950,44219154,204,14
chr6,44219345,44219473,128,20
chr6,44219621,44219735,114,27
chr6,44220004,44220781,777,59
chr6,44221115,44221225,110,28
chr6,44358108,44360403,2295,5
chr6,44371764,44374059,2295,6
chr6,44393920,44394218,298,9
chr6,44413604,44414343,739,7
chr6,47501491,47512341,10850,8
chr6,47512442,47522381,9939,7
chr6,47541987,47544259,2272,5
chr6,47544338,47544744,406,9
chr6,47574013,47575662,1649,7
chr6,47577040,47580208,3168,7
chr6,47580272,47591921,11649,8
chr6,49580247,49582399,2152,5
chr6,52131494,52132662,1168,11
chr6,52132766,52133883,1117,8
chr6,52134024,52137098,3074,8
chr6,52137249,52138027,778,8
chr6,52941341,52943596,2255,5
chr6,53134068,53135390,1322,10
chr6,56989657,56993526,3869,7
chr6,64288933,64289161,228,6
chr6,64390062,64394029,3967,10
chr6,64410356,64412397,2041,6
chr6,64412529,64413425,896,6
chr6,68591345,68596859,5514,6
chr6,71508440,71546643,38203,7
chr6,74227657,74227752,95,142
chr6,74227987,74228076,89,130
chr6,74228333,74228420,87,59
chr6,74228571,74228654,83,42
chr6,74228951,74229059,108,86
chr6,74229239,74229605,366,181
chr6,74229779,74230722,943,259
chr6,76357517,76368977,11460,5
chr6,76385184,76385575,391,7
chr6,76386972,76388298,1326,11
chr6,76407233,76412360,5127,8
chr6,76412788,76419242,6454,5
chr6,79655977,79656427,450,6
chr6,79657492,79664530,7038,5
chr6,79688428,79692602,4174,8
chr6,79700702,79707130,6428,5
chr6,79711841,79713446,1605,5
chr6,79728876,79735235,6359,9
chr6,79911443,79912033,590,8
chr6,80406282,80409214,2932,6
chr6,86243518,86246509,2991,7
chr6,86322641,86324698,2057,5
chr6,86325065,86328535,3470,20
chr6,86328657,86328985,328,13
chr6,86329135,86332199,3064,8
chr6,86332405,86333694,1289,9
chr6,86347074,86349938,2864,16
chr6,86350046,86350163,117,7
chr6,86386909,86387141,232,5
chr6,86387750,86387853,103,11
chr6,86387906,86388411,505,9
chr6,88272503,88273847,1344,5
chr6,90410013,90410364,351,6
chr6,90415911,90417079,1168,5
chr6,91226400,91228165,1765,7
chr6,96988531,96990769,2238,8
chr6,96990892,96996039,5147,6
chr6,96999799,97000357,558,6
chr6,97594763,97597728,2965,8
chr6,99849506,99850415,909,17
chr6,99854044,99855956,1912,7
chr6,99993106,99994270,1164,5
chr6,100006424,100009242,2818,8
chr6,105474357,105526288,51931,10
chr6,108194116,108197767,3651,6
chr6,108202454,108204191,1737,6
chr6,108214859,108215041,182,10
chr6,108215101,108218852,3751,7
chr6,108218935,108222573,3638,6
chr6,108234631,108243000,8369,5
chr6,108533458,108535701,2243,7
chr6,108535826,108544153,8327,30
chr6,109690220,109691613,1393,8
chr6,110530426,110531909,1483,6
chr6,110541072,110547369,6297,5
chr6,110547446,110550034,2588,5
chr6,111283708,111288712,5004,5
chr6,111303332,111306208,2876,8
chr6,111306341,111310230,3889,8
chr6,111310268,111312949,2681,5
chr6,111345530,111346605,1075,9
chr6,111583628,111585032,1404,5
chr6,114262252,114262871,619,35
chr6,114262929,114264514,1585,13
chr6,114264670,114265443,773,8
chr6,114270424,114274440,4016,6
chr6,114277315,114277782,467,5
chr6,114277857,114279812,1955,5
chr6,116910148,116911434,1286,7
chr6,116911567,116912050,483,7
chr6,116912113,116914142,2029,5
chr6,118015343,118024767,9424,11
chr6,119611928,119623152,11224,5
chr6,119628157,119669627,41470,5
chr6,122773202,122774914,1712,7
chr6,123039108,123046272,7164,6
chr6,125541339,125550263,8924,7
chr6,125598386,125613986,15600,7
chr6,126319830,126320602,772,6
chr6,129955250,129959538,4288,8
chr6,131948623,131948780,157,6
chr6,133135752,133135870,118,23
chr6,133135921,133136110,189,31
chr6,133136227,133137599,1372,42
chr6,133137702,133138098,396,34
chr6,133138200,133138618,418,193
chr6,134303788,134303954,166,6
chr6,135306547,135307203,656,5
chr6,135315013,135317914,2901,9
chr6,135323980,135360710,36730,6
chr6,135509043,135510928,1885,5
chr6,135515056,135515493,437,10
chr6,135515598,135516885,1287,6
chr6,135520188,135521222,1034,5
chr6,136582253,136582402,149,11
chr6,136582615,136588166,5551,6
chr6,136588313,136589299,986,8
chr6,136589477,136590574,1097,6
chr6,136590750,136593132,2382,5
chr6,137524822,137525468,646,5
chr6,142510671,142519575,8904,6
chr6,143828561,143832547,3986,5
chr6,144178581,144178888,307,10
chr6,144184423,144184553,130,8
chr6,146264938,146266516,1578,6
chr6,149833438,149838489,5051,5
chr6,149838586,149842195,3609,5
chr6,149846345,149847787,1442,6
chr6,149847912,149854593,6681,7
chr6,149854710,149855813,1103,6
chr6,149925918,149944238,18320,11
chr6,150057758,150059778,2020,8
chr6,150063706,150064773,1067,5
chr6,150114805,150117550,2745,10
chr6,150117636,150123335,5699,5
chr6,150464634,150535879,71245,7
chr6,151204022,151206769,2747,6
chr6,155129335,155129819,484,7
chr6,158288665,158294133,5468,11
chr6,159188110,159188292,182,7
chr6,159188544,159190357,1813,6
chr6,159190976,159191795,819,13
chr6,159191926,159192275,349,13
chr6,159197536,159204551,7015,5
chr6,159208235,159210319,2084,5
chr6,160157327,160160021,2694,7
chr6,160201119,160201474,355,15
chr6,160201598,160201966,368,14
chr6,160202142,160204972,2830,12
chr6,160205099,160205697,598,26
chr6,160206528,160206931,403,11
chr6,160524847,160525705,858,5
chr6,161513175,161514009,834,6
chr6,163836367,163876310,39943,8
chr6,163876453,163899811,23358,7
chr6,163899928,163956013,56085,15
chr6,163956157,163983013,26856,9
chr6,166739655,166741763,2108,5
chr6,166741845,166742994,1149,9
chr6,167417889,167424300,6411,9
chr6,167440103,167446090,5987,5
chr6,167446130,167447362,1232,5
chr6,167447459,167453391,5932,5
chr6,168281197,168289894,8697,5
chr6,168325771,168343808,18037,6
chr6,168349158,168351865,2707,5
chr6,170114938,170115803,865,7
chr6,170844493,170846321,1828,10
chr6,170846428,170852688,6260,10
chr6,170852818,170855190,2372,7
chr6,170855272,170858093,2821,8
chr6,170888058,170889089,1031,6
chr6,170889193,170892144,2951,10
chr6,170892276,170892592,316,7
chr6,170892835,170893386,551,6
chr7,878623,881582,2959,5
chr7,896038,897464,1426,6
chr7,897594,899764,2170,8
chr7,1476492,1477170,678,5
chr7,2255634,2255791,157,5
chr7,2395055,2400344,5289,6
chr7,2403395,2404006,611,7
chr7,2406083,2406159,76,8
chr7,2409317,2411411,2094,6
chr7,2415162,2416584,1422,5
chr7,2418401,2418768,367,7
chr7,2418877,2419028,151,17
chr7,5097052,5097314,262,5
chr7,5567522,5567634,112,72
chr7,5567816,5567911,95,25
chr7,5568350,5568791,441,30
chr7,5569031,5569165,134,21
chr7,5569294,5570154,860,58
chr7,5643248,5643493,245,6
chr7,6064432,6066358,1926,11
chr7,6068328,6068548,220,21
chr7,6068663,6077054,8391,9
chr7,6077155,6078190,1035,22
chr7,6078302,6080522,2220,15
chr7,6080850,6082563,1713,11
chr7,6082624,6084192,1568,8
chr7,6084292,6085701,1409,7
chr7,6085782,6086622,840,15
chr7,6086722,6088437,1715,10
chr7,6088475,6089542,1067,7
chr7,6509385,6513814,4429,14
chr7,12370823,12373090,2267,5
chr7,12376709,12376802,93,6
chr7,12384095,12391198,7103,8
chr7,12391339,12393440,2101,17
chr7,12397141,12399203,2062,14
chr7,12400877,12400991,114,9
chr7,12401147,12406982,5835,6
chr7,12410135,12410281,146,7
chr7,12417546,12419102,1556,16
chr7,16744294,16745684,1390,5
chr7,22852804,22857618,4814,7
chr7,23545188,23545364,176,5
chr7,23547154,23552512,5358,8
chr7,23552701,23555981,3280,8
chr7,24703340,24705206,1866,8
chr7,25163468,25163569,101,15
chr7,25163746,25164818,1072,28
chr7,26231958,26232114,156,39
chr7,26232197,26232870,673,71
chr7,26232993,26233194,201,49
chr7,26233314,26235466,2152,76
chr7,26235529,26236020,491,55
chr7,26236101,26236176,75,65
chr7,26236278,26236426,148,16
chr7,26236637,26236934,297,25
chr7,26237081,26237241,160,23
chr7,26241446,26242590,1144,8
chr7,26242642,26245987,3345,27
chr7,26246130,26248012,1882,27
chr7,26248175,26251281,3106,14
chr7,26251376,26251701,325,12
chr7,27805640,27809294,3654,5
chr7,27809453,27824781,15328,8
chr7,27824930,27825017,87,6
chr7,27825108,27827036,1928,6
chr7,27832831,27833941,1110,8
chr7,27839709,27855967,16258,5
chr7,27856013,27856508,495,8
chr7,30536851,30538418,1567,7
chr7,30538554,30540151,1597,6
chr7,30634759,30638411,3652,8
chr7,30638513,30639562,1049,8
chr7,30639665,30640674,1009,7
chr7,30642738,30643111,373,8
chr7,30643188,30649200,6012,11
chr7,30649346,30651711,2365,5
chr7,30651861,30655511,3650,9
chr7,30655674,30656729,1055,7
chr7,30661116,30661932,816,7
chr7,30662078,30665849,3771,15
chr7,30665935,30668175,2240,11
chr7,32526905,32527296,391,7
chr7,32527369,32528236,867,5
chr7,35942825,35943863,1038,5
chr7,36450313,36450667,354,10
chr7,36450775,36455366,4591,5
chr7,39730189,39736283,6094,6
chr7,39736458,39745721,9263,5
chr7,44882953,44887567,4614,9
chr7,54820113,54823471,3358,13
chr7,54823574,54825187,1613,7
chr7,54825287,54826850,1563,9
chr7,56120178,56122061,1883,5
chr7,56124107,56125685,1578,5
chr7,56125796,56126054,258,7
chr7,56126395,56127236,841,5
chr7,56129542,56130375,833,7
chr7,56130448,56130705,257,7
chr7,56140804,56141866,1062,6
chr7,56172168,56174056,1888,5
chr7,65426050,65429309,3259,7
chr7,66386448,66406834,20386,5
chr7,66410248,66413530,3282,5
chr7,66418356,66420488,2132,6
chr7,66458404,66459198,794,8
chr7,72857158,72858313,1155,5
chr7,72858459,72861593,3134,13
chr7,72865324,72873865,8541,7
chr7,72877429,72879768,2339,5
chr7,72884813,72891197,6384,10
chr7,72913028,72922656,9628,7
chr7,72922801,72925065,2264,5
chr7,73098003,73098096,93,5
chr7,73105342,73106925,1583,7
chr7,73106976,73107658,682,5
chr7,73112024,73112161,137,6
chr7,73604067,73604151,84,8
chr7,73609208,73609498,290,7
chr7,73666828,73668600,1772,5
chr7,74105443,74113290,7847,7
chr7,74114964,74119495,4531,5
chr7,74119550,74120720,1170,6
chr7,74173185,74173877,692,5
chr7,75141745,75141912,167,5
chr7,75686811,75687286,475,6
chr7,75687396,75689690,2294,7
chr7,75692910,75693656,746,6
chr7,77212967,77214859,1892,8
chr7,77214898,77221501,6603,9
chr7,77326372,77365726,39354,5
chr7,77365843,77378740,12897,9
chr7,87516713,87517297,584,6
chr7,87529664,87530078,414,5
chr7,87533731,87536502,2771,7
chr7,87838767,87839297,530,5
chr7,91621525,91622198,673,5
chr7,91622369,91623934,1565,5
chr7,91624090,91624916,826,6
chr7,91641956,91643562,1606,7
chr7,91660918,91667732,6814,7
chr7,91668086,91669987,1901,5
chr7,91670212,91671359,1147,5
chr7,91691800,91694544,2744,8
chr7,91694777,91695740,963,9
chr7,91700323,91706168,5845,8
chr7,91724487,91726002,1515,5
chr7,91746526,91747833,1307,9
chr7,91753167,91755566,2399,5
chr7,91755741,91756818,1077,8
chr7,91855141,91855839,698,6
chr7,91870466,91871347,881,5
chr7,91924480,91936672,12192,5
chr7,91980408,91981789,1381,5
chr7,92195375,92199136,3761,6
chr7,92207707,92208630,923,7
chr7,93623697,93625576,1879,5
chr7,95906650,95926209,19559,6
chr7,96318278,96324109,5831,6
chr7,96324203,96338999,14796,33
chr7,97484771,97486001,1230,10
chr7,97486128,97487589,1461,6
chr7,97487717,97488165,448,12
chr7,98931040,98935803,4763,5
chr7,98994363,98995484,1121,11
chr7,98995636,98997925,2289,5
chr7,98998047,99001020,2973,17
chr7,99001128,99002484,1356,13
chr7,99002576,99006158,3582,7
chr7,99006627,99007656,1029,10
chr7,99008809,99013760,4951,10
chr7,99055978,99056769,791,10
chr7,99689143,99689271,128,7
chr7,99690756,99690914,158,7
chr7,99695368,99695456,88,8
chr7,99695913,99696200,287,5
chr7,99697376,99697636,260,5
chr7,99697716,99698886,1170,12
chr7,99935887,99936395,508,7
chr7,99936512,99943487,6975,5
chr7,99956702,99956959,257,6
chr7,100280853,100280926,73,5
chr7,100281067,100281172,105,5
chr7,100283104,100283596,492,6
chr7,100411338,100411540,202,5
chr7,100470366,100470793,427,5
chr7,100482173,100482360,187,10
chr7,100482459,100482543,84,8
chr7,100482991,100483321,330,6
chr7,100485134,100485323,189,6
chr7,100730449,100730592,143,5
chr7,101740781,101747615,6834,6
chr7,102047945,102065460,17515,8
chr7,102939155,102939889,734,7
chr7,102944937,102948042,3105,5
chr7,102949542,102950761,1219,5
chr7,102952343,102952502,159,8
chr7,102952578,102952653,75,6
chr7,102953090,102953393,303,13
chr7,102956535,102957276,741,7
chr7,102957461,102960055,2594,8
chr7,102962528,102962957,429,9
chr7,102963079,102963149,70,6
chr7,102963241,102964044,803,15
chr7,102965009,102966989,1980,5
chr7,102988228,102994367,6139,5
chr7,103008062,103008159,97,7
chr7,104702725,104703797,1072,6
chr7,104714124,104715089,965,8
chr7,104716528,104717409,881,6
chr7,104719410,104722134,2724,5
chr7,104730720,104731662,942,5
chr7,104731761,104741871,10110,6
chr7,104742036,104742332,296,7
chr7,104750815,104750923,108,5
chr7,105143011,105146401,3390,6
chr7,105183096,105187356,4260,7
chr7,105917625,105925273,7648,6
chr7,106685659,106710725,25066,6
chr7,106710761,106762396,51635,6
chr7,106762449,106768656,6207,11
chr7,106768740,106781291,12551,6
chr7,106781398,106786752,5354,7
chr7,106786906,106791366,4460,5
chr7,106791468,106793621,2153,14
chr7,106793696,106797428,3732,19
chr7,106797494,106797630,136,24
chr7,107002865,107013039,10174,10
chr7,107167802,107188555,20753,5
chr7,107188625,107188722,97,16
chr7,107188777,107194729,5952,6
chr7,107234550,107236311,1761,7
chr7,107236447,107240841,4394,11
chr7,107240950,107253776,12826,9
chr7,107253877,107258772,4895,6
chr7,107531734,107533644,1910,6
chr7,107543992,107545402,1410,7
chr7,107545503,107545805,302,6
chr7,107546813,107555950,9137,14
chr7,107557907,107558368,461,9
chr7,107558506,107559454,948,10
chr7,107559544,107559638,94,9
chr7,116533099,116538825,5726,9
chr7,116538889,116544230,5341,9
chr7,116544437,116546316,1879,9
chr7,116546396,116550286,3890,8
chr7,116550365,116552122,1757,6
chr7,116552194,116556113,3919,13
chr7,116556176,116557780,1604,8
chr7,117825748,117828331,2583,5
chr7,117828459,117831965,3506,12
chr7,120628966,120629444,478,7
chr7,120704367,120737752,33385,5
chr7,120716702,120737752,21050,9
chr7,120740148,120764384,24236,10
chr7,120764527,120765873,1346,9
chr7,120765946,120767143,1197,5
chr7,120770348,120773876,3528,10
chr7,120773947,120776093,2146,20
chr7,120776144,120780880,4736,21
chr7,120911484,120935493,24009,6
chr7,123182274,123185664,3390,18
chr7,124537266,124538314,1048,8
chr7,124538428,124555627,17199,5
chr7,124555700,124568868,13168,7
chr7,127228619,127229136,517,6
chr7,127326816,127334881,8065,5
chr7,127339007,127341216,2209,7
chr7,127344999,127347610,2611,8
chr7,127361454,127447537,86083,5
chr7,127447627,127484376,36749,6
chr7,127631109,127714553,83444,6
chr7,127721553,127724775,3222,6
chr7,127729744,127731888,2144,8
chr7,127953327,127954816,1489,7
chr7,127970981,127973343,2362,9
chr7,127973416,127975596,2180,5
chr7,128173784,128214773,40989,9
chr7,128218087,128218943,856,6
chr7,128256024,128257921,1897,8
chr7,128388858,128394315,5457,12
chr7,128399091,128399845,754,31
chr7,128399906,128407509,7603,27
chr7,128407709,128409116,1407,15
chr7,128480728,128480887,159,6
chr7,128493085,128493522,437,5
chr7,128607446,128610201,2755,8
chr7,128610369,128612479,2110,5
chr7,128640621,128641112,491,6
chr7,129474901,129479046,4145,11
chr7,129762042,129764290,2248,5
chr7,131072021,131073642,1621,8
chr7,131073731,131082025,8294,5
chr7,131148123,131149052,929,5
chr7,131151174,131155600,4426,5
chr7,132523229,132570421,47192,5
chr7,132660046,132709305,49259,14
chr7,133164892,133314797,149905,5
chr7,135277940,135279294,1354,6
chr7,135282955,135285617,2662,7
chr7,135290974,135291498,524,5
chr7,135303351,135304170,819,6
chr7,135323431,135327939,4508,6
chr7,135636378,135661776,25398,5
chr7,138145657,138189034,43377,5
chr7,138189153,138199956,10803,5
chr7,138200104,138203933,3829,7
chr7,138204066,138209985,5919,7
chr7,138210102,138213860,3758,6
chr7,138213975,138223401,9426,5
chr7,138738841,138739950,1109,5
chr7,138740041,138745781,5740,7
chr7,138943371,138944012,641,6
chr7,138957186,138958042,856,5
chr7,138958156,138958676,520,7
chr7,139086993,139090389,3396,21
chr7,139090533,139091919,1386,23
chr7,139092096,139094308,2212,41
chr7,139094400,139097296,2896,81
chr7,139097326,139102283,4957,32
chr7,139102475,139106908,4433,11
chr7,139790988,139791603,615,7
chr7,140154529,140154894,365,7
chr7,140159736,140171682,11946,5
chr7,141438210,141438923,713,11
chr7,141438990,141441968,2978,10
chr7,141442029,141443360,1331,5
chr7,141443501,141443701,200,6
chr7,141443789,141445295,1506,9
chr7,141445384,141450110,4726,27
chr7,148457588,148463652,6064,5
chr7,148495769,148496366,597,5
chr7,148512131,148512597,466,5
chr7,148514483,148514968,485,8
chr7,148515209,148516687,1478,5
chr7,148524358,148525831,1473,8
chr7,148525972,148526819,847,8
chr7,148543690,148544273,583,5
chr7,148701301,148702232,931,7
chr7,148705402,148708937,3535,8
chr7,150763848,150763937,89,6
chr7,151042552,151046158,3606,6
chr7,151046326,151048509,2183,7
chr7,151048568,151049897,1329,5
chr7,151049968,151052853,2885,5
chr7,151053036,151053213,177,15
chr7,151065973,151071182,5209,7
chr7,151164297,151167656,3359,18
chr7,151167738,151168479,741,18
chr7,151168527,151168634,107,9
chr7,151834009,151835880,1871,11
chr7,151879679,151880058,379,7
chr7,151880241,151882642,2401,8
chr7,151882716,151884346,1630,11
chr7,151896544,151900018,3474,5
chr7,152027824,152055671,27847,6
chr7,155089669,155089968,299,6
chr7,155090407,155093275,2868,7
chr7,155093400,155093960,560,9
chr7,155094556,155099950,5394,11
chr7,155437613,155457868,20255,6
chr7,155471378,155473283,1905,5
chr7,155473602,155493466,19864,5
chr7,155530356,155530753,397,5
chr7,156476857,156480723,3866,5
chr7,156526951,156549086,22135,5
chr7,156956557,156961741,5184,17
chr7,156961816,156962997,1181,15
chr7,156963144,156967612,4468,5
chr7,156975022,156976571,1549,5
chr7,156976723,156979527,2804,9
chr7,157000249,157000396,147,8
chr7,157000629,157009560,8931,6
chr7,157155964,157159195,3231,7
chr7,157177702,157178234,532,7
chr7,158424409,158436980,12571,6
chr7,158437080,158438210,1130,5
chr7,158445172,158447286,2114,6
chr7,158447386,158447809,423,11
chr7,158455059,158456875,1816,16
chr7,158473508,158475991,2483,5
chr7,158480134,158482510,2376,6
chr7,158482645,158483259,614,9
chr7,158485648,158486000,352,5
chr7,158486189,158494512,8323,6
chr7,158540971,158542339,1368,5
chr7,158580784,158581035,251,11
chr7,158581108,158586340,5232,6
chr7,158664253,158669299,5046,5
chr7,158669382,158672374,2992,5
chr7,158677310,158679711,2401,5
chr8,8860681,8865479,4798,5
chr8,11660440,11666302,5862,14
chr8,11667359,11679258,11899,12
chr8,11683724,11687752,4028,18
chr8,11689179,11695896,6717,5
chr8,17090046,17092224,2178,9
chr8,17793215,17794642,1427,6
chr8,17794888,17796248,1360,5
chr8,17796518,17797199,681,8
chr8,17817674,17817823,149,18
chr8,17817953,17819542,1589,9
chr8,17820800,17822076,1276,5
chr8,17843128,17843467,339,5
chr8,17847488,17849050,1562,5
chr8,17867253,17868117,864,9
chr8,17868177,17868745,568,14
chr8,17869336,17871472,2136,9
chr8,17871545,17872092,547,11
chr8,17882962,17883052,90,7
chr8,17883167,17885145,1978,9
chr8,22104777,22105369,592,5
chr8,23386725,23423620,36895,38
chr8,23425891,23428847,2956,36
chr8,25346205,25360888,14683,6
chr8,26151256,26196405,45149,6
chr8,26196503,26211983,15480,9
chr8,26252818,26265515,12697,8
chr8,26265619,26265742,123,7
chr8,27593762,27597988,4226,5
chr8,27598034,27605593,7559,6
chr8,27680722,27685621,4899,5
chr8,28828036,28837587,9551,7
chr8,28837673,28866588,28915,5
chr8,30538554,30539446,892,5
chr8,30946481,30947980,1499,9
chr8,30949414,30954283,4869,5
chr8,31024746,31030510,5764,6
chr8,33347857,33353059,5202,6
chr8,33354259,33354749,490,6
chr8,33354815,33355949,1134,5
chr8,37728046,37732032,3986,5
chr8,37974243,37976787,2544,8
chr8,37991064,37993185,2121,12
chr8,37993284,37996333,3049,5
chr8,38139101,38146004,6903,8
chr8,38146274,38146910,636,9
chr8,38194985,38196053,1068,6
chr8,38196125,38205014,8889,9
chr8,41519459,41521176,1717,5
chr8,41521260,41525784,4524,7
chr8,41551620,41552109,489,6
chr8,41798962,41800310,1348,5
chr8,42257221,42259305,2084,6
chr8,42819617,42821615,1998,8
chr8,42823357,42828431,5074,5
chr8,42828542,42829249,707,5
chr8,42865548,42868193,2645,8
chr8,42868543,42873500,4957,6
chr8,48686938,48689404,2466,10
chr8,48691360,48691564,204,5
chr8,48694815,48694938,123,7
chr8,48716041,48719697,3656,11
chr8,48740908,48743165,2257,5
chr8,48743297,48744374,1077,13
chr8,48746957,48748898,1941,5
chr8,48749088,48749772,684,6
chr8,48749980,48751708,1728,6
chr8,48762064,48765233,3169,5
chr8,48765345,48766643,1298,8
chr8,48771196,48771409,213,5
chr8,48771547,48772171,624,6
chr8,48772320,48773459,1139,23
chr8,48773532,48774622,1090,10
